id,kind,label,x,y,z,yaw_rad,yaw_deg,width,depth,height,confirmed,notes
bbox_16,furniture,desk,-0.05108985900878915,1.7408086299896244,0.41037767231464384,3.141585307179586,179.99957908170055,1.046875,0.640625,0.78125,False,
bbox_17,furniture,side_table,-0.5510898590087892,1.7408086299896244,0.26037767231464387,3.141585307179586,179.99957908170055,0.28125,0.28125,0.5,False,
bbox_18,furniture,nightstand,1.4989101409912111,1.8908086299896238,0.26037767231464387,-0.009817500000000479,-0.5625013153697132,0.40625,0.421875,0.484375,False,
bbox_19,furniture,cupboard,2.8239101409912113,1.9158086299896242,0.4603776723146439,-1.5708000000000002,-90.00021045914973,0.5,0.640625,0.875,False,
bbox_20,furniture,floor-standing_lamp,0.023910140991211026,1.9408086299896237,0.5853776723146439,3.141585307179586,179.99957908170055,0.5,0.5,1.140625,False,
bbox_21,furniture,plants,-2.751089859008789,1.9908086299896244,0.9853776723146439,3.141585307179586,179.99957908170055,0.265625,0.25,0.265625,False,
bbox_22,furniture,plants,-2.701089859008789,2.140808629989624,0.9853776723146439,-1.5708000000000002,-90.00021045914973,0.265625,0.25,0.265625,False,
bbox_23,furniture,curtain,-2.826089859008789,2.1908086299896237,2.1103776723146437,3.141585307179586,179.99957908170055,0.359375,0.09375,0.734375,False,
bbox_24,furniture,curtain,-2.851089859008789,2.1908086299896237,2.1103776723146437,3.141585307179586,179.99957908170055,0.359375,0.09375,0.734375,False,
bbox_25,furniture,curtain,0.023910140991211026,2.2408086299896244,1.0853776723146438,3.141585307179586,179.99957908170055,0.5625,0.09375,2.140625,False,
bbox_26,furniture,curtain,2.9489101409912113,2.2408086299896244,1.0853776723146438,3.141585307179586,179.99957908170055,0.421875,0.09375,2.140625,False,
bbox_27,furniture,curtain,-2.726089859008789,2.2408086299896244,2.1103776723146437,3.141585307179586,179.99957908170055,0.40625,0.09375,0.734375,False,
bbox_28,furniture,dressing_table,-2.576089859008789,2.2408086299896244,0.4603776723146439,3.141585307179586,179.99957908170055,0.828125,0.09375,0.875,False,
bbox_29,furniture,dressing_table,-1.9260898590087892,2.2408086299896244,0.4603776723146439,3.141585307179586,179.99957908170055,0.828125,0.09375,0.875,False,
bbox_30,furniture,dressing_table,-1.101089859008789,2.2408086299896244,0.4603776723146439,3.141585307179586,179.99957908170055,0.828125,0.09375,0.875,False,
bbox_31,furniture,dressing_table,-0.5260898590087892,2.2408086299896244,0.4603776723146439,3.141585307179586,179.99957908170055,0.828125,0.09375,0.875,False,
bbox_32,furniture,curtain,-2.726089859008789,2.2408086299896244,2.1103776723146437,3.141585307179586,179.99957908170055,0.40625,0.09375,0.734375,False,
bbox_33,furniture,curtain,0.023910140991211026,2.2408086299896244,1.0853776723146438,3.141585307179586,179.99957908170055,0.5625,0.09375,2.140625,False,
bbox_34,furniture,plants,-2.701089859008789,2.265808629989624,0.9853776723146439,3.141585307179586,179.99957908170055,0.265625,0.25,0.265625,False,
bbox_35,furniture,plants,-2.701089859008789,2.265808629989624,0.9853776723146439,3.141585307179586,179.99957908170055,0.265625,0.25,0.265625,False,
